Safety Property Mostyn V11,"Old Verifier (tptp)
IV Base","Old Verifier (tptp)
IV Step","Old Verifier
(tptp)
Final IV 
Result","Old Verifier
(tptp)
run time in
seconds","Old Verifier
(tptp)
BMC 100
steps","New Verifier
IV Base","New Verifier
IV Step","New Verifier
IV","New Verifier
BMC 100
Steps","IC3 Result with 
SMTLib
(Does prop hold?)","Consistency
New Verifier IV
and IC3","Consistency
New Verifier BMC
and IC3","Consistency
New Verifier BMC
and New Verifier IV","IC3 Result
(safety & ladder 
tptp)
Does prop hold?","IC3 run time
(seconds)","Consistency
New Verifier IV
and tptp IC3","Consistency
Old Verifier IV
and tptp IC3","Consistency
Old Verifier BMC
and tptp IC3"
2_2_25_ProceedDuringSTR_group16,Theorem,CounterSatisfiable,no,18.9347012,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0682563,yes,yes,yes
2_2_25_ProceedDuringSTR_group17,Theorem,CounterSatisfiable,no,18.8054702,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0689707,yes,yes,yes
2_2_25_ProceedDuringSTR_group18,Theorem,CounterSatisfiable,no,18.7486883,CounterSatisfiable,"(error ""line 32741 column 312: unknown constant TPAP_dot_STRU_0"")sat","(error ""line 38710 column 312: unknown constant TPAP_dot_STRU_0"")(error ""line 38711 column 312: unknown constant TPAP_dot_STRU_1"")sat",no,"(error ""line 1507049 column 342: unknown constant TPAP_dot_STRU_0"")(error ""line 1507050 column 342: unknown constant TPAP_dot_STRU_1"")(error ""line 1507051 column 342: unknown constant TPAP_dot_STRU_2"")(error ""line 1507052 column 342: unknown constant TPAP_dot_STRU_3"")(error ""line 1507053 column 342: unknown constant TPAP_dot_STRU_4"")(error ""line 1507054 column 342: unknown constant TPAP_dot_STRU_5"")(error ""line 1507055 column 342: unknown constant TPAP_dot_STRU_6"")(error ""line 1507056 column 342: unknown constant TPAP_dot_STRU_7"")(error ""line 1507057 column 342: unknown constant TPAP_dot_STRU_8"")(error ""line 1507058 column 344: unknown constant TPAP_dot_STRU_9"")(error ""line 1507059 column 353: unknown constant TPAP_dot_STRU_10"")(error ""line 1507060 column 353: unknown constant TPAP_dot_STRU_11"")(error ""line 1507061 column 353: unknown constant TPAP_dot_STRU_12"")(error ""line 1507062 column 353: unknown constant TPAP_dot_STRU_13"")(error ""line 1507063 column 353: unknown constant TPAP_dot_STRU_14"")(error ""line 1507064 column 353: unknown constant TPAP_dot_STRU_15"")(error ""line 1507065 column 353: unknown constant TPAP_dot_STRU_16"")(error ""line 1507066 column 353: unknown constant TPAP_dot_STRU_17"")(error ""line 1507067 column 353: unknown constant TPAP_dot_STRU_18"")(error ""line 1507068 column 353: unknown constant TPAP_dot_STRU_19"")(error ""line 1507069 column 353: unknown constant TPAP_dot_STRU_20"")(error ""line 1507070 column 353: unknown constant TPAP_dot_STRU_21"")(error ""line 1507071 column 353: unknown constant TPAP_dot_STRU_22"")(error ""line 1507072 column 353: unknown constant TPAP_dot_STRU_23"")(error ""line 1507073 column 353: unknown constant TPAP_dot_STRU_24"")(error ""line 1507074 column 353: unknown constant TPAP_dot_STRU_25"")(error ""line 1507075 column 353: unknown constant TPAP_dot_STRU_26"")(error ""line 1507076 column 353: unknown constant TPAP_dot_STRU_27"")(error ""line 1507077 column 353: unknown constant TPAP_dot_STRU_28"")(error ""line 1507078 column 353: unknown constant TPAP_dot_STRU_29"")(error ""line 1507079 column 353: unknown constant TPAP_dot_STRU_30"")(error ""line 1507080 column 353: unknown constant TPAP_dot_STRU_31"")(error ""line 1507081 column 353: unknown constant TPAP_dot_STRU_32"")(error ""line 1507082 column 353: unknown constant TPAP_dot_STRU_33"")(error ""line 1507083 column 353: unknown constant TPAP_dot_STRU_34"")(error ""line 1507084 column 353: unknown constant TPAP_dot_STRU_35"")(error ""line 1507085 column 353: unknown constant TPAP_dot_STRU_36"")(error ""line 1507086 column 353: unknown constant TPAP_dot_STRU_37"")(error ""line 1507087 column 353: unknown constant TPAP_dot_STRU_38"")(error ""line 1507088 column 353: unknown constant TPAP_dot_STRU_39"")(error ""line 1507089 column 353: unknown constant TPAP_dot_STRU_40"")(error ""line 1507090 column 353: unknown constant TPAP_dot_STRU_41"")(error ""line 1507091 column 353: unknown constant TPAP_dot_STRU_42"")(error ""line 1507092 column 353: unknown constant TPAP_dot_STRU_43"")(error ""line 1507093 column 353: unknown constant TPAP_dot_STRU_44"")(error ""line 1507094 column 353: unknown constant TPAP_dot_STRU_45"")(error ""line 1507095 column 353: unknown constant TPAP_dot_STRU_46"")(error ""line 1507096 column 353: unknown constant TPAP_dot_STRU_47"")(error ""line 1507097 column 353: unknown constant TPAP_dot_STRU_48"")(error ""line 1507098 column 353: unknown constant TPAP_dot_STRU_49"")(error ""line 1507099 column 353: unknown constant TPAP_dot_STRU_50"")(error ""line 1507100 column 353: unknown constant TPAP_dot_STRU_51"")(error ""line 1507101 column 353: unknown constant TPAP_dot_STRU_52"")(error ""line 1507102 column 353: unknown constant TPAP_dot_STRU_53"")(error ""line 1507103 column 353: unknown constant TPAP_dot_STRU_54"")(error ""line 1507104 column 353: unknown constant TPAP_dot_STRU_55"")(error ""line 1507105 column 353: unknown constant TPAP_dot_STRU_56"")(error ""line 1507106 column 353: unknown constant TPAP_dot_STRU_57"")(error ""line 1507107 column 353: unknown constant TPAP_dot_STRU_58"")(error ""line 1507108 column 353: unknown constant TPAP_dot_STRU_59"")(error ""line 1507109 column 353: unknown constant TPAP_dot_STRU_60"")(error ""line 1507110 column 353: unknown constant TPAP_dot_STRU_61"")(error ""line 1507111 column 353: unknown constant TPAP_dot_STRU_62"")(error ""line 1507112 column 353: unknown constant TPAP_dot_STRU_63"")(error ""line 1507113 column 353: unknown constant TPAP_dot_STRU_64"")(error ""line 1507114 column 353: unknown constant TPAP_dot_STRU_65"")(error ""line 1507115 column 353: unknown constant TPAP_dot_STRU_66"")(error ""line 1507116 column 353: unknown constant TPAP_dot_STRU_67"")(error ""line 1507117 column 353: unknown constant TPAP_dot_STRU_68"")(error ""line 1507118 column 353: unknown constant TPAP_dot_STRU_69"")(error ""line 1507119 column 353: unknown constant TPAP_dot_STRU_70"")(error ""line 1507120 column 353: unknown constant TPAP_dot_STRU_71"")(error ""line 1507121 column 353: unknown constant TPAP_dot_STRU_72"")(error ""line 1507122 column 353: unknown constant TPAP_dot_STRU_73"")(error ""line 1507123 column 353: unknown constant TPAP_dot_STRU_74"")(error ""line 1507124 column 353: unknown constant TPAP_dot_STRU_75"")(error ""line 1507125 column 353: unknown constant TPAP_dot_STRU_76"")(error ""line 1507126 column 353: unknown constant TPAP_dot_STRU_77"")(error ""line 1507127 column 353: unknown constant TPAP_dot_STRU_78"")(error ""line 1507128 column 353: unknown constant TPAP_dot_STRU_79"")(error ""line 1507129 column 353: unknown constant TPAP_dot_STRU_80"")(error ""line 1507130 column 353: unknown constant TPAP_dot_STRU_81"")(error ""line 1507131 column 353: unknown constant TPAP_dot_STRU_82"")(error ""line 1507132 column 353: unknown constant TPAP_dot_STRU_83"")(error ""line 1507133 column 353: unknown constant TPAP_dot_STRU_84"")(error ""line 1507134 column 353: unknown constant TPAP_dot_STRU_85"")(error ""line 1507135 column 353: unknown constant TPAP_dot_STRU_86"")(error ""line 1507136 column 353: unknown constant TPAP_dot_STRU_87"")(error ""line 1507137 column 353: unknown constant TPAP_dot_STRU_88"")(error ""line 1507138 column 353: unknown constant TPAP_dot_STRU_89"")(error ""line 1507139 column 353: unknown constant TPAP_dot_STRU_90"")(error ""line 1507140 column 353: unknown constant TPAP_dot_STRU_91"")(error ""line 1507141 column 353: unknown constant TPAP_dot_STRU_92"")(error ""line 1507142 column 353: unknown constant TPAP_dot_STRU_93"")(error ""line 1507143 column 353: unknown constant TPAP_dot_STRU_94"")(error ""line 1507144 column 353: unknown constant TPAP_dot_STRU_95"")(error ""line 1507145 column 353: unknown constant TPAP_dot_STRU_96"")(error ""line 1507146 column 353: unknown constant TPAP_dot_STRU_97"")(error ""line 1507147 column 353: unknown constant TPAP_dot_STRU_98"")(error ""line 1507148 column 355: unknown constant TPAP_dot_STRU_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_25_ProceedDuringSTR_group19,Theorem,Theorem,yes,18.7971396,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0694957,yes,yes,yes
2_2_25_ProceedDuringSTR_group2,Theorem,CounterSatisfiable,no,19.007361,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0643043,yes,yes,yes
2_2_25_ProceedDuringSTR_group20,Theorem,CounterSatisfiable,no,19.0424727,CounterSatisfiable,"(error ""line 32741 column 263: unknown constant TPYM_dot_STRU_0"")sat","(error ""line 38710 column 263: unknown constant TPYM_dot_STRU_0"")(error ""line 38711 column 263: unknown constant TPYM_dot_STRU_1"")sat",no,"(error ""line 1507049 column 274: unknown constant TPYM_dot_STRU_0"")(error ""line 1507050 column 274: unknown constant TPYM_dot_STRU_1"")(error ""line 1507051 column 274: unknown constant TPYM_dot_STRU_2"")(error ""line 1507052 column 274: unknown constant TPYM_dot_STRU_3"")(error ""line 1507053 column 274: unknown constant TPYM_dot_STRU_4"")(error ""line 1507054 column 274: unknown constant TPYM_dot_STRU_5"")(error ""line 1507055 column 274: unknown constant TPYM_dot_STRU_6"")(error ""line 1507056 column 274: unknown constant TPYM_dot_STRU_7"")(error ""line 1507057 column 274: unknown constant TPYM_dot_STRU_8"")(error ""line 1507058 column 275: unknown constant TPYM_dot_STRU_9"")(error ""line 1507059 column 283: unknown constant TPYM_dot_STRU_10"")(error ""line 1507060 column 283: unknown constant TPYM_dot_STRU_11"")(error ""line 1507061 column 283: unknown constant TPYM_dot_STRU_12"")(error ""line 1507062 column 283: unknown constant TPYM_dot_STRU_13"")(error ""line 1507063 column 283: unknown constant TPYM_dot_STRU_14"")(error ""line 1507064 column 283: unknown constant TPYM_dot_STRU_15"")(error ""line 1507065 column 283: unknown constant TPYM_dot_STRU_16"")(error ""line 1507066 column 283: unknown constant TPYM_dot_STRU_17"")(error ""line 1507067 column 283: unknown constant TPYM_dot_STRU_18"")(error ""line 1507068 column 283: unknown constant TPYM_dot_STRU_19"")(error ""line 1507069 column 283: unknown constant TPYM_dot_STRU_20"")(error ""line 1507070 column 283: unknown constant TPYM_dot_STRU_21"")(error ""line 1507071 column 283: unknown constant TPYM_dot_STRU_22"")(error ""line 1507072 column 283: unknown constant TPYM_dot_STRU_23"")(error ""line 1507073 column 283: unknown constant TPYM_dot_STRU_24"")(error ""line 1507074 column 283: unknown constant TPYM_dot_STRU_25"")(error ""line 1507075 column 283: unknown constant TPYM_dot_STRU_26"")(error ""line 1507076 column 283: unknown constant TPYM_dot_STRU_27"")(error ""line 1507077 column 283: unknown constant TPYM_dot_STRU_28"")(error ""line 1507078 column 283: unknown constant TPYM_dot_STRU_29"")(error ""line 1507079 column 283: unknown constant TPYM_dot_STRU_30"")(error ""line 1507080 column 283: unknown constant TPYM_dot_STRU_31"")(error ""line 1507081 column 283: unknown constant TPYM_dot_STRU_32"")(error ""line 1507082 column 283: unknown constant TPYM_dot_STRU_33"")(error ""line 1507083 column 283: unknown constant TPYM_dot_STRU_34"")(error ""line 1507084 column 283: unknown constant TPYM_dot_STRU_35"")(error ""line 1507085 column 283: unknown constant TPYM_dot_STRU_36"")(error ""line 1507086 column 283: unknown constant TPYM_dot_STRU_37"")(error ""line 1507087 column 283: unknown constant TPYM_dot_STRU_38"")(error ""line 1507088 column 283: unknown constant TPYM_dot_STRU_39"")(error ""line 1507089 column 283: unknown constant TPYM_dot_STRU_40"")(error ""line 1507090 column 283: unknown constant TPYM_dot_STRU_41"")(error ""line 1507091 column 283: unknown constant TPYM_dot_STRU_42"")(error ""line 1507092 column 283: unknown constant TPYM_dot_STRU_43"")(error ""line 1507093 column 283: unknown constant TPYM_dot_STRU_44"")(error ""line 1507094 column 283: unknown constant TPYM_dot_STRU_45"")(error ""line 1507095 column 283: unknown constant TPYM_dot_STRU_46"")(error ""line 1507096 column 283: unknown constant TPYM_dot_STRU_47"")(error ""line 1507097 column 283: unknown constant TPYM_dot_STRU_48"")(error ""line 1507098 column 283: unknown constant TPYM_dot_STRU_49"")(error ""line 1507099 column 283: unknown constant TPYM_dot_STRU_50"")(error ""line 1507100 column 283: unknown constant TPYM_dot_STRU_51"")(error ""line 1507101 column 283: unknown constant TPYM_dot_STRU_52"")(error ""line 1507102 column 283: unknown constant TPYM_dot_STRU_53"")(error ""line 1507103 column 283: unknown constant TPYM_dot_STRU_54"")(error ""line 1507104 column 283: unknown constant TPYM_dot_STRU_55"")(error ""line 1507105 column 283: unknown constant TPYM_dot_STRU_56"")(error ""line 1507106 column 283: unknown constant TPYM_dot_STRU_57"")(error ""line 1507107 column 283: unknown constant TPYM_dot_STRU_58"")(error ""line 1507108 column 283: unknown constant TPYM_dot_STRU_59"")(error ""line 1507109 column 283: unknown constant TPYM_dot_STRU_60"")(error ""line 1507110 column 283: unknown constant TPYM_dot_STRU_61"")(error ""line 1507111 column 283: unknown constant TPYM_dot_STRU_62"")(error ""line 1507112 column 283: unknown constant TPYM_dot_STRU_63"")(error ""line 1507113 column 283: unknown constant TPYM_dot_STRU_64"")(error ""line 1507114 column 283: unknown constant TPYM_dot_STRU_65"")(error ""line 1507115 column 283: unknown constant TPYM_dot_STRU_66"")(error ""line 1507116 column 283: unknown constant TPYM_dot_STRU_67"")(error ""line 1507117 column 283: unknown constant TPYM_dot_STRU_68"")(error ""line 1507118 column 283: unknown constant TPYM_dot_STRU_69"")(error ""line 1507119 column 283: unknown constant TPYM_dot_STRU_70"")(error ""line 1507120 column 283: unknown constant TPYM_dot_STRU_71"")(error ""line 1507121 column 283: unknown constant TPYM_dot_STRU_72"")(error ""line 1507122 column 283: unknown constant TPYM_dot_STRU_73"")(error ""line 1507123 column 283: unknown constant TPYM_dot_STRU_74"")(error ""line 1507124 column 283: unknown constant TPYM_dot_STRU_75"")(error ""line 1507125 column 283: unknown constant TPYM_dot_STRU_76"")(error ""line 1507126 column 283: unknown constant TPYM_dot_STRU_77"")(error ""line 1507127 column 283: unknown constant TPYM_dot_STRU_78"")(error ""line 1507128 column 283: unknown constant TPYM_dot_STRU_79"")(error ""line 1507129 column 283: unknown constant TPYM_dot_STRU_80"")(error ""line 1507130 column 283: unknown constant TPYM_dot_STRU_81"")(error ""line 1507131 column 283: unknown constant TPYM_dot_STRU_82"")(error ""line 1507132 column 283: unknown constant TPYM_dot_STRU_83"")(error ""line 1507133 column 283: unknown constant TPYM_dot_STRU_84"")(error ""line 1507134 column 283: unknown constant TPYM_dot_STRU_85"")(error ""line 1507135 column 283: unknown constant TPYM_dot_STRU_86"")(error ""line 1507136 column 283: unknown constant TPYM_dot_STRU_87"")(error ""line 1507137 column 283: unknown constant TPYM_dot_STRU_88"")(error ""line 1507138 column 283: unknown constant TPYM_dot_STRU_89"")(error ""line 1507139 column 283: unknown constant TPYM_dot_STRU_90"")(error ""line 1507140 column 283: unknown constant TPYM_dot_STRU_91"")(error ""line 1507141 column 283: unknown constant TPYM_dot_STRU_92"")(error ""line 1507142 column 283: unknown constant TPYM_dot_STRU_93"")(error ""line 1507143 column 283: unknown constant TPYM_dot_STRU_94"")(error ""line 1507144 column 283: unknown constant TPYM_dot_STRU_95"")(error ""line 1507145 column 283: unknown constant TPYM_dot_STRU_96"")(error ""line 1507146 column 283: unknown constant TPYM_dot_STRU_97"")(error ""line 1507147 column 283: unknown constant TPYM_dot_STRU_98"")(error ""line 1507148 column 284: unknown constant TPYM_dot_STRU_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_25_ProceedDuringSTR_group21,Theorem,Theorem,yes,18.7226139,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.067079,yes,yes,yes
2_2_25_ProceedDuringSTR_group22,Theorem,Theorem,yes,18.7190941,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0637189,yes,yes,yes
2_2_25_ProceedDuringSTR_group23,Theorem,Theorem,yes,18.7867082,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0684964,yes,yes,yes
2_2_25_ProceedDuringSTR_group24,Theorem,Theorem,yes,18.8633396,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0654869,yes,yes,yes
2_2_25_ProceedDuringSTR_group3,Theorem,CounterSatisfiable,no,18.8443081,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0708308,yes,yes,yes
2_2_25_ProceedDuringSTR_group4,Theorem,CounterSatisfiable,no,18.8440486,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.06518,yes,yes,yes
2_2_25_ProceedDuringSTR_group5,Theorem,CounterSatisfiable,no,19.032924,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0634174,yes,yes,yes
2_2_25_ProceedDuringSTR_group6,Theorem,CounterSatisfiable,no,18.7626704,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0579931,yes,yes,yes
2_2_25_ProceedDuringSTR_group7,Theorem,CounterSatisfiable,no,18.7894543,CounterSatisfiable,"(error ""line 32741 column 263: unknown constant TPAP_dot_STRU_0"")sat","(error ""line 38710 column 263: unknown constant TPAP_dot_STRU_0"")(error ""line 38711 column 263: unknown constant TPAP_dot_STRU_1"")sat",no,"(error ""line 1507049 column 274: unknown constant TPAP_dot_STRU_0"")(error ""line 1507050 column 274: unknown constant TPAP_dot_STRU_1"")(error ""line 1507051 column 274: unknown constant TPAP_dot_STRU_2"")(error ""line 1507052 column 274: unknown constant TPAP_dot_STRU_3"")(error ""line 1507053 column 274: unknown constant TPAP_dot_STRU_4"")(error ""line 1507054 column 274: unknown constant TPAP_dot_STRU_5"")(error ""line 1507055 column 274: unknown constant TPAP_dot_STRU_6"")(error ""line 1507056 column 274: unknown constant TPAP_dot_STRU_7"")(error ""line 1507057 column 274: unknown constant TPAP_dot_STRU_8"")(error ""line 1507058 column 275: unknown constant TPAP_dot_STRU_9"")(error ""line 1507059 column 283: unknown constant TPAP_dot_STRU_10"")(error ""line 1507060 column 283: unknown constant TPAP_dot_STRU_11"")(error ""line 1507061 column 283: unknown constant TPAP_dot_STRU_12"")(error ""line 1507062 column 283: unknown constant TPAP_dot_STRU_13"")(error ""line 1507063 column 283: unknown constant TPAP_dot_STRU_14"")(error ""line 1507064 column 283: unknown constant TPAP_dot_STRU_15"")(error ""line 1507065 column 283: unknown constant TPAP_dot_STRU_16"")(error ""line 1507066 column 283: unknown constant TPAP_dot_STRU_17"")(error ""line 1507067 column 283: unknown constant TPAP_dot_STRU_18"")(error ""line 1507068 column 283: unknown constant TPAP_dot_STRU_19"")(error ""line 1507069 column 283: unknown constant TPAP_dot_STRU_20"")(error ""line 1507070 column 283: unknown constant TPAP_dot_STRU_21"")(error ""line 1507071 column 283: unknown constant TPAP_dot_STRU_22"")(error ""line 1507072 column 283: unknown constant TPAP_dot_STRU_23"")(error ""line 1507073 column 283: unknown constant TPAP_dot_STRU_24"")(error ""line 1507074 column 283: unknown constant TPAP_dot_STRU_25"")(error ""line 1507075 column 283: unknown constant TPAP_dot_STRU_26"")(error ""line 1507076 column 283: unknown constant TPAP_dot_STRU_27"")(error ""line 1507077 column 283: unknown constant TPAP_dot_STRU_28"")(error ""line 1507078 column 283: unknown constant TPAP_dot_STRU_29"")(error ""line 1507079 column 283: unknown constant TPAP_dot_STRU_30"")(error ""line 1507080 column 283: unknown constant TPAP_dot_STRU_31"")(error ""line 1507081 column 283: unknown constant TPAP_dot_STRU_32"")(error ""line 1507082 column 283: unknown constant TPAP_dot_STRU_33"")(error ""line 1507083 column 283: unknown constant TPAP_dot_STRU_34"")(error ""line 1507084 column 283: unknown constant TPAP_dot_STRU_35"")(error ""line 1507085 column 283: unknown constant TPAP_dot_STRU_36"")(error ""line 1507086 column 283: unknown constant TPAP_dot_STRU_37"")(error ""line 1507087 column 283: unknown constant TPAP_dot_STRU_38"")(error ""line 1507088 column 283: unknown constant TPAP_dot_STRU_39"")(error ""line 1507089 column 283: unknown constant TPAP_dot_STRU_40"")(error ""line 1507090 column 283: unknown constant TPAP_dot_STRU_41"")(error ""line 1507091 column 283: unknown constant TPAP_dot_STRU_42"")(error ""line 1507092 column 283: unknown constant TPAP_dot_STRU_43"")(error ""line 1507093 column 283: unknown constant TPAP_dot_STRU_44"")(error ""line 1507094 column 283: unknown constant TPAP_dot_STRU_45"")(error ""line 1507095 column 283: unknown constant TPAP_dot_STRU_46"")(error ""line 1507096 column 283: unknown constant TPAP_dot_STRU_47"")(error ""line 1507097 column 283: unknown constant TPAP_dot_STRU_48"")(error ""line 1507098 column 283: unknown constant TPAP_dot_STRU_49"")(error ""line 1507099 column 283: unknown constant TPAP_dot_STRU_50"")(error ""line 1507100 column 283: unknown constant TPAP_dot_STRU_51"")(error ""line 1507101 column 283: unknown constant TPAP_dot_STRU_52"")(error ""line 1507102 column 283: unknown constant TPAP_dot_STRU_53"")(error ""line 1507103 column 283: unknown constant TPAP_dot_STRU_54"")(error ""line 1507104 column 283: unknown constant TPAP_dot_STRU_55"")(error ""line 1507105 column 283: unknown constant TPAP_dot_STRU_56"")(error ""line 1507106 column 283: unknown constant TPAP_dot_STRU_57"")(error ""line 1507107 column 283: unknown constant TPAP_dot_STRU_58"")(error ""line 1507108 column 283: unknown constant TPAP_dot_STRU_59"")(error ""line 1507109 column 283: unknown constant TPAP_dot_STRU_60"")(error ""line 1507110 column 283: unknown constant TPAP_dot_STRU_61"")(error ""line 1507111 column 283: unknown constant TPAP_dot_STRU_62"")(error ""line 1507112 column 283: unknown constant TPAP_dot_STRU_63"")(error ""line 1507113 column 283: unknown constant TPAP_dot_STRU_64"")(error ""line 1507114 column 283: unknown constant TPAP_dot_STRU_65"")(error ""line 1507115 column 283: unknown constant TPAP_dot_STRU_66"")(error ""line 1507116 column 283: unknown constant TPAP_dot_STRU_67"")(error ""line 1507117 column 283: unknown constant TPAP_dot_STRU_68"")(error ""line 1507118 column 283: unknown constant TPAP_dot_STRU_69"")(error ""line 1507119 column 283: unknown constant TPAP_dot_STRU_70"")(error ""line 1507120 column 283: unknown constant TPAP_dot_STRU_71"")(error ""line 1507121 column 283: unknown constant TPAP_dot_STRU_72"")(error ""line 1507122 column 283: unknown constant TPAP_dot_STRU_73"")(error ""line 1507123 column 283: unknown constant TPAP_dot_STRU_74"")(error ""line 1507124 column 283: unknown constant TPAP_dot_STRU_75"")(error ""line 1507125 column 283: unknown constant TPAP_dot_STRU_76"")(error ""line 1507126 column 283: unknown constant TPAP_dot_STRU_77"")(error ""line 1507127 column 283: unknown constant TPAP_dot_STRU_78"")(error ""line 1507128 column 283: unknown constant TPAP_dot_STRU_79"")(error ""line 1507129 column 283: unknown constant TPAP_dot_STRU_80"")(error ""line 1507130 column 283: unknown constant TPAP_dot_STRU_81"")(error ""line 1507131 column 283: unknown constant TPAP_dot_STRU_82"")(error ""line 1507132 column 283: unknown constant TPAP_dot_STRU_83"")(error ""line 1507133 column 283: unknown constant TPAP_dot_STRU_84"")(error ""line 1507134 column 283: unknown constant TPAP_dot_STRU_85"")(error ""line 1507135 column 283: unknown constant TPAP_dot_STRU_86"")(error ""line 1507136 column 283: unknown constant TPAP_dot_STRU_87"")(error ""line 1507137 column 283: unknown constant TPAP_dot_STRU_88"")(error ""line 1507138 column 283: unknown constant TPAP_dot_STRU_89"")(error ""line 1507139 column 283: unknown constant TPAP_dot_STRU_90"")(error ""line 1507140 column 283: unknown constant TPAP_dot_STRU_91"")(error ""line 1507141 column 283: unknown constant TPAP_dot_STRU_92"")(error ""line 1507142 column 283: unknown constant TPAP_dot_STRU_93"")(error ""line 1507143 column 283: unknown constant TPAP_dot_STRU_94"")(error ""line 1507144 column 283: unknown constant TPAP_dot_STRU_95"")(error ""line 1507145 column 283: unknown constant TPAP_dot_STRU_96"")(error ""line 1507146 column 283: unknown constant TPAP_dot_STRU_97"")(error ""line 1507147 column 283: unknown constant TPAP_dot_STRU_98"")(error ""line 1507148 column 284: unknown constant TPAP_dot_STRU_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
